
Nota cu id-ul 0 a fost stearsa cu succes! 2023/05/28 14:31:57
Nota10.0 a fost adaugata cu succes! 2023/05/28 14:32:16
Nota10.0 a fost adaugata cu succes! 2023/05/28 14:32:29
Numarul de credite al materiei cu id-ul 1 a fost modificat cu succes! 2023/05/28 15:02:20
Profesorul de curs al materiei cu id-ul 1 a fost modificat cu succes! 2023/05/28 15:03:24
Profesorul de laborator al materiei cu id-ul 1 a fost modificat cu succes! 2023/05/28 15:03:58
